nct_id,start_year,completion_year,phase,overall_status,primary_purpose
NCT05766813,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05768126,2021.0,2026.0,Phase 4,Recruiting,Prevention
NCT05769088,2023.0,2023.0,Not Applicable,Not yet recruiting,Treatment
NCT05769101,2022.0,2022.0,Not Applicable,Completed,Treatment
NCT05769478,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05770375,2024.0,2026.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT05770544,2024.0,2029.0,Phase 2/Phase 3,Recruiting,Treatment
NCT05771207,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT05776459,2022.0,2024.0,Phase 2,Recruiting,Treatment
NCT05776862,2023.0,2024.0,Phase 2,Recruiting,Supportive Care
NCT05776953,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT05777031,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT05777902,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT05778591,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05778617,2023.0,2028.0,Phase 3,Not yet recruiting,Treatment
NCT05778695,2023.0,2023.0,Not Applicable,Terminated,Treatment
NCT05778903,2023.0,2023.0,Not Applicable,Recruiting,Treatment
NCT05779241,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT05781399,2022.0,2025.0,Phase 1,Recruiting,Treatment
NCT05781711,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05782244,2024.0,2027.0,Phase 2,Not yet recruiting,Treatment
NCT05783232,2023.0,2023.0,Not Applicable,Completed,Other
NCT05783817,2024.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT05783830,2020.0,2020.0,Early Phase 1,Completed,Treatment
NCT05785377,2025.0,2027.0,Not Applicable,Not yet recruiting,Prevention
NCT05785689,2023.0,2023.0,Phase 4,Not yet recruiting,Treatment
NCT05786066,2023.0,2033.0,Phase 2,Recruiting,Basic Science
NCT05786378,2023.0,2024.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT05786677,2023.0,2023.0,Not Applicable,Not yet recruiting,Treatment
NCT05786833,2023.0,2023.0,Not Applicable,Recruiting,Treatment
NCT05786859,2023.0,2025.0,Early Phase 1,Recruiting,Treatment
NCT05787028,2019.0,2020.0,Phase 1,Completed,Treatment
NCT05787041,2019.0,2019.0,Phase 1,Completed,Treatment
NCT05788159,2023.0,2023.0,Phase 1,Not yet recruiting,Basic Science
NCT05788393,2024.0,2025.0,Phase 4,Not yet recruiting,Supportive Care
NCT05788627,2023.0,2023.0,Phase 4,Not yet recruiting,Treatment
NCT05789186,2023.0,2024.0,Early Phase 1,Recruiting,Treatment
NCT05790239,2023.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT05790382,2023.0,2024.0,Phase 1,Not yet recruiting,Treatment
NCT05791604,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05792163,2023.0,2023.0,Phase 1,Completed,Treatment
NCT05792462,2023.0,2024.0,Phase 1/Phase 2,Recruiting,Basic Science
NCT05792540,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05792774,2023.0,2024.0,Phase 4,Completed,Treatment
NCT05793060,2024.0,2025.0,Phase 4,Recruiting,Prevention
NCT05793632,2023.0,2023.0,Phase 2,Completed,Prevention
NCT05793684,2023.0,2023.0,Phase 2,Completed,Treatment
NCT05793736,2023.0,2024.0,Not Applicable,"Active, not recruiting",Device Feasibility
NCT05793892,2023.0,2023.0,Phase 3,Not yet recruiting,Prevention
NCT05794139,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05796167,2024.0,2024.0,Early Phase 1,Not yet recruiting,Other
NCT05796401,2023.0,2028.0,Phase 3,Not yet recruiting,Treatment
NCT05796791,2023.0,2024.0,Early Phase 1,Recruiting,Treatment
NCT05797376,2021.0,2025.0,Phase 4,Recruiting,Prevention
NCT05797792,2023.0,2025.0,Phase 3,Not yet recruiting,Treatment
NCT05801289,2022.0,2023.0,Not Applicable,Recruiting,Prevention
NCT05801575,2023.0,2023.0,Not Applicable,Recruiting,Prevention
NCT05803148,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05803434,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05803551,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT05804084,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05804383,2023.0,2024.0,Phase 1,Recruiting,Basic Science
NCT05804669,2023.0,2026.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05805683,2023.0,2025.0,Not Applicable,Recruiting,Prevention
NCT05805839,2023.0,2025.0,Phase 2,Enrolling by invitation,Diagnostic
NCT05806177,2020.0,2020.0,Phase 1,Completed,Treatment
NCT05806697,2023.0,2029.0,Not Applicable,Not yet recruiting,Other
NCT05808764,2024.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05809219,2023.0,2024.0,Not Applicable,Enrolling by invitation,Treatment
NCT05809414,2022.0,2025.0,Phase 3,Recruiting,Treatment
NCT05809609,2022.0,2024.0,Not Applicable,Recruiting,Basic Science
NCT05809700,2023.0,2023.0,Not Applicable,Completed,Treatment
NCT05809908,2025.0,2028.0,Phase 3,Not yet recruiting,Treatment
NCT05810038,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05811442,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05812755,2023.0,2027.0,Phase 4,Recruiting,Basic Science
NCT05813106,2022.0,2023.0,Phase 4,Recruiting,Prevention
NCT05814016,2023.0,2024.0,Phase 2,Recruiting,Other
NCT05814601,2023.0,2025.0,Not Applicable,Not yet recruiting,Prevention
NCT05814640,2023.0,2027.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05817643,2023.0,2024.0,Phase 1,"Active, not recruiting",Treatment
NCT05818735,2023.0,2026.0,Not Applicable,Recruiting,Treatment
NCT05818826,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05819359,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05819658,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05820243,2023.0,2024.0,Not Applicable,Recruiting,Basic Science
NCT05821075,2023.0,2024.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05821153,2019.0,2022.0,Phase 1,Completed,Treatment
NCT05821972,2023.0,2024.0,Phase 4,Not yet recruiting,Prevention
NCT05822739,2023.0,2028.0,Early Phase 1,Not yet recruiting,Treatment
NCT05822908,2023.0,2025.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05823441,2023.0,2024.0,Phase 4,Completed,Treatment
NCT05823506,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05823532,2024.0,2028.0,Phase 4,Recruiting,Basic Science
NCT05823844,2023.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT05824169,2023.0,2025.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05825235,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05825365,2023.0,2026.0,Phase 2,Withdrawn,Treatment
NCT05825391,2023.0,2023.0,Not Applicable,Completed,Prevention
NCT05826912,2024.0,2029.0,Phase 2,Not yet recruiting,Treatment
NCT05827042,2023.0,2026.0,Phase 3,Recruiting,Treatment
NCT05827536,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05828212,2023.0,2026.0,Phase 1,Recruiting,Treatment
NCT05828225,2023.0,2026.0,Phase 1,Recruiting,Treatment
NCT05828940,2019.0,2022.0,Not Applicable,Completed,Basic Science
NCT05830396,2023.0,2025.0,Phase 2/Phase 3,Recruiting,Treatment
NCT05832034,2021.0,2024.0,Phase 2,Recruiting,Treatment
NCT05832255,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05832281,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05832515,2020.0,2026.0,Phase 1,Recruiting,Treatment
NCT05832775,2022.0,2023.0,Phase 1,Withdrawn,Treatment
NCT05833711,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05834010,2023.0,2025.0,Early Phase 1,Recruiting,Basic Science
NCT05834023,2023.0,2024.0,Phase 4,Completed,Supportive Care
NCT05834296,2023.0,2028.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05834478,2024.0,2026.0,Phase 3,Recruiting,Treatment
NCT05834569,2023.0,2025.0,Phase 4,Recruiting,Prevention
NCT05834673,2023.0,2025.0,Phase 4,Recruiting,Other
NCT05834855,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT05835687,2023.0,2028.0,Phase 1,Recruiting,Treatment
NCT05837091,2024.0,2025.0,Phase 4,Recruiting,Treatment
NCT05837130,2022.0,2022.0,Early Phase 1,Completed,Treatment
NCT05837741,2021.0,2021.0,Not Applicable,Completed,Supportive Care
NCT05837845,2024.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05837923,2023.0,2024.0,Not Applicable,"Active, not recruiting",Other
NCT05838560,2023.0,2026.0,Phase 2,Recruiting,Prevention
NCT05838573,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05840237,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05840315,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05841147,2023.0,2023.0,Phase 4,Recruiting,Prevention
NCT05842941,2023.0,2025.0,Phase 2/Phase 3,Enrolling by invitation,Treatment
NCT05843344,2023.0,2025.0,Not Applicable,Not yet recruiting,Prevention
NCT05843916,2022.0,2023.0,Phase 3,Recruiting,Treatment
NCT05844787,2022.0,2023.0,Phase 1,Completed,Treatment
NCT05848544,2021.0,2023.0,Not Applicable,Recruiting,Treatment
NCT05848700,2023.0,2024.0,Phase 1,"Active, not recruiting",Treatment
NCT05848830,2024.0,2025.0,Phase 3,Not yet recruiting,Supportive Care
NCT05848960,2021.0,2023.0,Not Applicable,"Active, not recruiting",Supportive Care
NCT05849038,2023.0,2027.0,Phase 2,Recruiting,Treatment
NCT05849467,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05849662,2023.0,2029.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT05849675,2023.0,2024.0,Not Applicable,Recruiting,Other
NCT05850364,2023.0,2024.0,Phase 3,Recruiting,Prevention
NCT05850572,2023.0,2026.0,Not Applicable,Not yet recruiting,Treatment
NCT05850585,2023.0,2026.0,Not Applicable,Not yet recruiting,Treatment
NCT05851391,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05851768,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05851781,2022.0,2023.0,Phase 3,Completed,Treatment
NCT05852496,2023.0,2024.0,Phase 2,Not yet recruiting,Prevention
NCT05853263,2016.0,2020.0,Not Applicable,Completed,Treatment
NCT05853471,2022.0,2024.0,Phase 1/Phase 2,Recruiting,Diagnostic
NCT05853627,2023.0,2025.0,Phase 4,Not yet recruiting,Other
NCT05853835,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05854082,2023.0,2025.0,Phase 4,"Active, not recruiting",Basic Science
NCT05854667,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05855577,2023.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT05855863,2023.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT05857384,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05859412,2023.0,2026.0,Not Applicable,Recruiting,Basic Science
NCT05859698,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT05859802,2011.0,2016.0,Phase 2/Phase 3,Completed,Supportive Care
NCT05859997,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT05860088,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05860153,2023.0,2024.0,Not Applicable,Not yet recruiting,Screening
NCT05860244,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05861427,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05861986,2024.0,2028.0,Phase 4,Recruiting,Treatment
NCT05861999,2024.0,2028.0,Phase 4,Not yet recruiting,Treatment
NCT05862779,2023.0,2025.0,Not Applicable,Not yet recruiting,Prevention
NCT05863416,2023.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT05863507,2023.0,2024.0,Not Applicable,Recruiting,Prevention
NCT05863949,2023.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT05864053,2024.0,2026.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT05864365,2023.0,2025.0,Phase 2,Enrolling by invitation,Treatment
NCT05864508,2023.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT05864677,2023.0,2024.0,Not Applicable,Enrolling by invitation,Prevention
NCT05865288,2023.0,2025.0,Phase 1,Not yet recruiting,Treatment
NCT05865470,2024.0,2029.0,Phase 1,Not yet recruiting,Basic Science
NCT05866419,2023.0,2027.0,Not Applicable,Recruiting,Treatment
NCT05866926,2023.0,2024.0,Phase 3,Terminated,Treatment
NCT05867849,2023.0,2030.0,Phase 3,Recruiting,Treatment
NCT05868798,2020.0,2021.0,Phase 1,Completed,Basic Science
NCT05869305,2023.0,2024.0,Not Applicable,Not yet recruiting,Supportive Care
NCT05869383,2023.0,2023.0,Phase 2/Phase 3,Completed,Treatment
NCT05869513,2023.0,2024.0,Not Applicable,Recruiting,Prevention
NCT05869526,2023.0,2024.0,Not Applicable,"Active, not recruiting",Prevention
NCT05869565,2023.0,2024.0,Phase 2/Phase 3,Recruiting,Treatment
NCT05869773,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT05870501,2021.0,2023.0,Not Applicable,Recruiting,Basic Science
NCT05871606,2024.0,2025.0,Phase 1,Not yet recruiting,Treatment
NCT05872087,2022.0,2023.0,Phase 1,Recruiting,Prevention
NCT05872360,2023.0,2024.0,Not Applicable,Recruiting,Supportive Care
NCT05873062,2023.0,2024.0,Phase 1,Recruiting,Basic Science
NCT05874388,2023.0,2025.0,Not Applicable,Not yet recruiting,Health Services Research
NCT05875285,2023.0,2023.0,Not Applicable,Not yet recruiting,Treatment
NCT05875974,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT05876039,2023.0,2025.0,Phase 4,Not yet recruiting,Treatment
NCT05876481,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05876780,2022.0,2028.0,Phase 1,"Active, not recruiting",Treatment
NCT05877040,2019.0,2023.0,Phase 2,"Active, not recruiting",Treatment
NCT05877846,2023.0,2024.0,Not Applicable,Recruiting,Other
NCT05877989,2021.0,2022.0,Phase 4,Completed,Treatment
NCT05879614,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05880563,2023.0,2026.0,Phase 1,Not yet recruiting,Basic Science
NCT05880849,2023.0,2026.0,Phase 1,Recruiting,Treatment
NCT05881408,2023.0,2027.0,Phase 3,Recruiting,Treatment
NCT05881928,2023.0,2025.0,Phase 4,Not yet recruiting,Other
NCT05882487,2023.0,2026.0,Early Phase 1,Not yet recruiting,Treatment
NCT05882695,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05883540,2023.0,2027.0,Phase 2,Recruiting,Supportive Care
NCT05884138,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05884281,2023.0,2023.0,Phase 1/Phase 2,Not yet recruiting,Prevention
NCT05884957,2023.0,2024.0,Not Applicable,Completed,Treatment
NCT05885360,2023.0,2024.0,Phase 4,"Active, not recruiting",Treatment
NCT05886582,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05887466,2023.0,2026.0,Phase 1/Phase 2,"Active, not recruiting",Treatment
NCT05887479,2023.0,2023.0,Phase 4,Withdrawn,Treatment
NCT05887765,2023.0,2024.0,Phase 4,Completed,Treatment
NCT05889026,2020.0,2021.0,Not Applicable,Completed,Treatment
NCT05889273,2023.0,2026.0,Phase 2,Enrolling by invitation,Treatment
NCT05889572,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05889624,2023.0,2027.0,Not Applicable,Recruiting,Treatment
NCT05889741,2024.0,2026.0,Phase 2,Recruiting,Treatment
NCT05890690,2023.0,2024.0,Not Applicable,Recruiting,Diagnostic
NCT05890768,2023.0,2026.0,Phase 4,Recruiting,Other
NCT05890781,2023.0,2028.0,Not Applicable,Recruiting,Other
NCT05891938,2023.0,2023.0,Not Applicable,Completed,Prevention
NCT05892276,2024.0,2025.0,Not Applicable,Withdrawn,Treatment
NCT05892510,2023.0,2027.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT05892887,2023.0,2023.0,Phase 4,Completed,Treatment
NCT05893225,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05893862,2023.0,2024.0,Phase 1,"Active, not recruiting",Treatment
NCT05894343,2023.0,2028.0,Phase 1/Phase 2,Enrolling by invitation,Treatment
NCT05894902,2023.0,2024.0,Phase 1,Not yet recruiting,Treatment
NCT05895513,2024.0,2026.0,Phase 2,Not yet recruiting,Basic Science
NCT05895786,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05896605,2020.0,2023.0,Phase 4,Completed,Treatment
NCT05897086,2021.0,2026.0,Phase 2/Phase 3,Enrolling by invitation,Treatment
NCT05897658,2024.0,2024.0,Phase 3,Not yet recruiting,Prevention
NCT05898620,2023.0,2029.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05899764,2023.0,2029.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT05900245,2023.0,2024.0,Not Applicable,Recruiting,Supportive Care
NCT05901350,2019.0,2023.0,Not Applicable,Completed,Treatment
NCT05901389,2023.0,2023.0,Not Applicable,Not yet recruiting,Treatment
NCT05901441,2022.0,2023.0,Phase 2,Completed,Treatment
NCT05901818,2023.0,2026.0,Phase 1,Recruiting,Treatment
NCT05902000,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT05902429,2021.0,2024.0,Phase 4,"Active, not recruiting",Treatment
NCT05903014,2023.0,2023.0,Phase 4,Recruiting,Treatment
NCT05904717,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05905510,2023.0,2023.0,Phase 4,Recruiting,Treatment
NCT05905848,2023.0,2025.0,Phase 3,Not yet recruiting,Prevention
NCT05906056,2023.0,2027.0,Not Applicable,Recruiting,Prevention
NCT05906251,2023.0,2028.0,Phase 1,"Active, not recruiting",Treatment
NCT05907850,2023.0,2023.0,Early Phase 1,Recruiting,Treatment
NCT05907902,2023.0,2025.0,Phase 3,Not yet recruiting,Treatment
NCT05908695,2023.0,2029.0,Phase 4,Recruiting,Treatment
NCT05911516,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05913037,2023.0,2026.0,Phase 3,Recruiting,Treatment
NCT05913947,2022.0,2024.0,Phase 4,Recruiting,Treatment
NCT05914649,2023.0,2027.0,Not Applicable,Not yet recruiting,Treatment
NCT05915013,2023.0,2032.0,Phase 1,Recruiting,Basic Science
NCT05915247,2023.0,2023.0,Phase 1,Completed,Treatment
NCT05916053,2021.0,2022.0,Not Applicable,Completed,Prevention
NCT05916118,2022.0,2023.0,Not Applicable,Completed,Supportive Care
NCT05916339,2023.0,2027.0,Phase 4,Recruiting,Health Services Research
NCT05917340,2024.0,2027.0,Phase 3,Not yet recruiting,Treatment
NCT05917353,2023.0,2025.0,Not Applicable,Recruiting,Supportive Care
NCT05917379,2023.0,2025.0,Phase 1/Phase 2,"Active, not recruiting",Treatment
NCT05919368,2023.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT05919407,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT05919823,2023.0,2025.0,Phase 3,Recruiting,Treatment
NCT05919940,2023.0,2025.0,Not Applicable,Recruiting,Prevention
NCT05920018,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT05920889,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05921266,2023.0,2025.0,Not Applicable,Recruiting,Basic Science
NCT05921409,2021.0,2023.0,Not Applicable,"Active, not recruiting",Diagnostic
NCT05921929,2023.0,2024.0,Phase 1,Not yet recruiting,Other
NCT05922644,2023.0,2030.0,Not Applicable,Recruiting,Treatment
NCT05922995,2023.0,2028.0,Early Phase 1,Not yet recruiting,Treatment
NCT05923476,2023.0,2025.0,Early Phase 1,"Active, not recruiting",Treatment
NCT05924139,2023.0,2023.0,Not Applicable,Completed,Other
NCT05924243,2022.0,2025.0,Phase 1,Recruiting,Treatment
NCT05924412,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT05924425,2023.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT05924646,2024.0,2027.0,Not Applicable,Not yet recruiting,Treatment
NCT05926336,2023.0,2026.0,Phase 4,Recruiting,Treatment
NCT05926375,2022.0,2023.0,Not Applicable,"Active, not recruiting",Treatment
NCT05926713,2023.0,2032.0,Not Applicable,Recruiting,Supportive Care
NCT05927129,2022.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05929066,2023.0,2026.0,Phase 3,Recruiting,Treatment
NCT05929079,2023.0,2026.0,Phase 3,Recruiting,Treatment
NCT05929755,2023.0,2027.0,Phase 4,Recruiting,Other
NCT05929924,2023.0,2024.0,Not Applicable,Not yet recruiting,Prevention
NCT05930262,2020.0,2023.0,Not Applicable,Completed,Supportive Care
NCT05931484,2024.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT05931965,2022.0,2023.0,Not Applicable,Completed,Treatment
NCT05932745,2024.0,2025.0,Not Applicable,Not yet recruiting,Other
NCT05933057,2024.0,2028.0,Phase 3,Recruiting,Treatment
NCT05933603,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05934422,2023.0,2026.0,Not Applicable,Enrolling by invitation,Prevention
NCT05934812,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05935631,2023.0,2023.0,Not Applicable,Completed,Prevention
NCT05935787,2023.0,2024.0,Phase 3,Recruiting,Treatment
NCT05937165,2023.0,2024.0,Not Applicable,Recruiting,Other
NCT05937711,2020.0,2022.0,Not Applicable,Completed,Other
NCT05938023,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05938452,2022.0,2023.0,Phase 1,Completed,Treatment
NCT05939466,2021.0,2021.0,Phase 4,Completed,Treatment
NCT05940324,2024.0,2028.0,Phase 2,Not yet recruiting,Treatment
NCT05940493,2024.0,2031.0,Phase 2,Not yet recruiting,Treatment
NCT05941442,2023.0,2025.0,Phase 2,"Active, not recruiting",Treatment
NCT05941754,2022.0,2024.0,Not Applicable,Enrolling by invitation,Treatment
NCT05942716,2023.0,2027.0,Phase 2,Not yet recruiting,Treatment
NCT05943457,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT05943665,2024.0,2025.0,Phase 2,Recruiting,Treatment
NCT05944926,2024.0,2026.0,Phase 3,Not yet recruiting,Health Services Research
NCT05945147,2024.0,2024.0,Phase 2,Withdrawn,Treatment
NCT05945342,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT05945615,2024.0,2025.0,Phase 3,Recruiting,Treatment
NCT05946486,2023.0,2026.0,Phase 3,Not yet recruiting,Treatment
NCT05947162,2023.0,2027.0,Not Applicable,Not yet recruiting,Treatment
NCT05947396,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT05947409,2023.0,2024.0,Not Applicable,Not yet recruiting,Treatment
NCT05948020,2023.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05948540,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05948553,2023.0,2026.0,Phase 2,Recruiting,Treatment
NCT05948579,2024.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT05948956,2023.0,2025.0,Not Applicable,Recruiting,Treatment
NCT05949229,2023.0,2026.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT05949294,2024.0,2025.0,Phase 1,Not yet recruiting,Treatment
NCT05950906,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05950932,2023.0,2024.0,Phase 4,Not yet recruiting,Treatment
NCT05951023,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05951439,2024.0,2025.0,Not Applicable,Not yet recruiting,Prevention
NCT05951465,2023.0,2023.0,Not Applicable,Completed,Treatment
NCT05951777,2024.0,2026.0,Phase 2,Enrolling by invitation,Treatment
NCT05952050,2023.0,2023.0,Not Applicable,Recruiting,Treatment
NCT05952531,2023.0,2025.0,Early Phase 1,Recruiting,Diagnostic
NCT05952596,2023.0,2024.0,Phase 1,Not yet recruiting,Prevention
NCT05953116,2023.0,2024.0,Not Applicable,Enrolling by invitation,Prevention
NCT05953389,2023.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05953610,2023.0,2027.0,Phase 2,Not yet recruiting,Treatment
NCT05953740,2023.0,2024.0,Phase 1,Recruiting,Treatment
NCT05954052,2019.0,2023.0,Phase 4,Terminated,Other
NCT05954598,2022.0,2024.0,Not Applicable,Recruiting,Treatment
NCT05955001,2023.0,2025.0,Phase 2/Phase 3,"Active, not recruiting",Prevention
NCT05957094,2023.0,2024.0,Not Applicable,Not yet recruiting,Basic Science
NCT05957913,2023.0,2024.0,Phase 2,Enrolling by invitation,Basic Science
NCT05958277,2021.0,2023.0,Phase 3,Completed,Treatment
NCT05958303,2024.0,2025.0,Not Applicable,Recruiting,Basic Science
NCT05959044,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05959226,2023.0,2028.0,Not Applicable,Not yet recruiting,Treatment
NCT05959759,2023.0,2024.0,Phase 4,Not yet recruiting,Treatment
NCT05959850,2023.0,2024.0,Phase 2,Recruiting,Treatment
NCT05960942,2023.0,2023.0,Not Applicable,Completed,Other
NCT05961501,2023.0,2025.0,Phase 2/Phase 3,Not yet recruiting,Treatment
NCT05961527,2023.0,2025.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05961644,2022.0,2027.0,Phase 2/Phase 3,Recruiting,Treatment
NCT05961878,2023.0,2025.0,Not Applicable,Not yet recruiting,Treatment
NCT05962229,2024.0,2025.0,Phase 1,Not yet recruiting,Basic Science
NCT05962333,2023.0,2025.0,Phase 2,Recruiting,Treatment
NCT05962424,2023.0,2026.0,Phase 1,Recruiting,Basic Science
NCT05962957,2023.0,2028.0,Phase 2,Recruiting,Treatment
NCT05963139,2023.0,2024.0,Not Applicable,Completed,Supportive Care
NCT05963568,2024.0,2029.0,Phase 3,Not yet recruiting,Prevention
NCT05963958,2021.0,2023.0,Not Applicable,Completed,Treatment
NCT05964231,2023.0,2024.0,Not Applicable,Recruiting,Supportive Care
NCT05964790,2023.0,2024.0,Phase 1/Phase 2,Not yet recruiting,Treatment
NCT05965414,2023.0,2024.0,Early Phase 1,Recruiting,Treatment
NCT05965700,2023.0,2024.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05967052,2023.0,2028.0,Phase 2,Recruiting,Treatment
NCT05967351,2023.0,2030.0,Phase 3,Enrolling by invitation,Other
NCT05967442,2019.0,2023.0,Phase 3,Completed,Treatment
NCT05967754,2018.0,2020.0,Not Applicable,Completed,Screening
NCT05969054,2023.0,2025.0,Phase 4,Recruiting,Treatment
NCT05969119,2023.0,2024.0,Phase 4,Completed,Treatment
NCT05970146,2023.0,2024.0,Phase 4,Recruiting,Treatment
NCT05970224,2023.0,2027.0,Phase 2,Recruiting,Treatment
NCT05970575,2023.0,2024.0,Phase 2,Not yet recruiting,Treatment
NCT05971212,2021.0,2023.0,Not Applicable,Recruiting,Treatment
NCT05971563,2022.0,2023.0,Not Applicable,"Active, not recruiting",Other
NCT05971758,2024.0,2025.0,Phase 2,Not yet recruiting,Treatment
NCT05972629,2023.0,2027.0,Phase 1/Phase 2,Recruiting,Treatment
NCT05973786,2024.0,2026.0,Phase 3,Not yet recruiting,Treatment
NCT05974293,2024.0,2026.0,Phase 2,Not yet recruiting,Treatment
NCT05974527,2023.0,2026.0,Phase 4,Not yet recruiting,Treatment
NCT05974579,2023.0,2024.0,Phase 1,Recruiting,Diagnostic
