nct_id,start_year,agency_class,lead_or_collaborator,sponsor_name,phase
NCT04098250,2021.0,INDUSTRY,collaborator,Amgen,Phase 2
NCT04098406,2019.0,INDUSTRY,lead,Clene Nanomedicine,Phase 2
NCT04098406,2019.0,UNKNOWN,collaborator,Clene Australia Pty Ltd,Phase 2
NCT04099381,2019.0,OTHER,lead,"State-Financed Health Facility ""Samara Regional Medical Center Dinasty""",Phase 1/Phase 2
NCT04099381,2019.0,UNKNOWN,collaborator,"INBIO, LLC",Phase 1/Phase 2
NCT04100096,2019.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 2
NCT04100135,2021.0,INDUSTRY,lead,W.L.Gore & Associates,Not Applicable
NCT04100759,2019.0,OTHER,lead,Ain Shams University,Phase 1/Phase 2
NCT04100759,2019.0,OTHER,collaborator,"Drug Research Centre, Cairo, Egypt",Phase 1/Phase 2
NCT04100824,2020.0,OTHER,lead,Assiut University,Phase 2
NCT04102267,2018.0,INDUSTRY,lead,Heron Therapeutics,Phase 4
NCT04102501,2019.0,INDUSTRY,lead,"Retrotope, Inc.",Phase 3
NCT04102579,2019.0,INDUSTRY,lead,Neurocrine Biosciences,Phase 3
NCT04102579,2019.0,NETWORK,collaborator,Huntington Study Group,Phase 3
NCT04102956,2017.0,OTHER,lead,The Second Hospital of Hebei Medical University,Phase 4
NCT04103034,2019.0,INDUSTRY,lead,Band Therapeutics,Phase 1
NCT04103333,2019.0,INDUSTRY,lead,Biogen,Early Phase 1
NCT04103684,2020.0,OTHER,lead,Assiut University,Phase 4
NCT04104022,2021.0,OTHER,lead,University of Vermont,Not Applicable
NCT04104399,2019.0,INDUSTRY,lead,Xoc Pharmaceuticals,Phase 1
NCT04104594,2020.0,OTHER,lead,Centre Hospitalier Universitaire de Saint Etienne,Not Applicable
NCT04105114,2019.0,OTHER,lead,University of Louisville,Early Phase 1
NCT04105114,2019.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Early Phase 1
NCT04105426,2019.0,OTHER,lead,National and Kapodistrian University of Athens,Phase 2
NCT04106050,2020.0,INDUSTRY,lead,Biogen,Phase 1
NCT04107480,2019.0,OTHER,lead,Leiden University Medical Center,Phase 4
NCT04107740,2019.0,INDUSTRY,lead,"HLB Pharmaceutical Co., Ltd.",Phase 4
NCT04108234,2019.0,INDUSTRY,lead,"Jiangsu HengRui Medicine Co., Ltd.",Phase 1
NCT04108819,2019.0,OTHER,lead,Johns Hopkins University,Not Applicable
NCT04109118,2021.0,OTHER,lead,Boston Medical Center,Phase 2
NCT04109118,2021.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT04109885,2020.0,OTHER,lead,"Christian Fromm, MD",Phase 2
NCT04109950,2019.0,INDUSTRY,lead,"Sumitomo Pharma America, Inc.",Phase 3
NCT04110496,2020.0,INDUSTRY,lead,Rubius Therapeutics,Phase 1
NCT04110535,2015.0,INDUSTRY,lead,Paion UK Ltd.,Phase 1
NCT04110535,2015.0,INDUSTRY,collaborator,PRA Health Sciences,Phase 1
NCT04110678,2015.0,OTHER,lead,"International Center for Neurological Restoration, Cuba",Phase 1/Phase 2
NCT04110678,2015.0,OTHER,collaborator,"Center of Molecular Immunology, Cuba",Phase 1/Phase 2
NCT04110678,2015.0,OTHER,collaborator,University of Electronic Science and Technology of China,Phase 1/Phase 2
NCT04111484,2019.0,OTHER,lead,Danish Headache Center,Not Applicable
NCT04111627,2021.0,OTHER,lead,"University of Maryland, Baltimore",Phase 2
NCT04111627,2021.0,NIH,collaborator,National Institute on Aging (NIA),Phase 2
NCT04112823,2019.0,OTHER,lead,Montefiore Medical Center,Phase 4
NCT04112862,2022.0,OTHER,lead,Radboud University Medical Center,Early Phase 1
NCT04112875,2016.0,OTHER,lead,Rio de Janeiro State University,Not Applicable
NCT04112875,2016.0,UNKNOWN,collaborator,Laboratory for Clinical and Experimental Research on Vascular Biology,Not Applicable
NCT04113993,2019.0,OTHER,lead,The Alfred,Phase 4
NCT04113993,2019.0,OTHER,collaborator,Monash University,Phase 4
NCT04113993,2019.0,OTHER,collaborator,Monash Health,Phase 4
NCT04114630,2019.0,INDUSTRY,lead,Novartis Pharmaceuticals,Phase 3
NCT04115319,2019.0,INDUSTRY,lead,"Sumitomo Pharma America, Inc.",Phase 3
NCT04115878,2020.0,OTHER,lead,University of Arizona,Phase 2
NCT04115878,2020.0,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Phase 2
NCT04116060,2020.0,OTHER,lead,"University Hospital, Essen",Not Applicable
NCT04116112,2020.0,OTHER,lead,University of Cincinnati,Phase 2
NCT04116112,2020.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT04116112,2020.0,OTHER,collaborator,Vanderbilt University Medical Center,Phase 2
NCT04116554,2019.0,OTHER,lead,Fayoum University,Phase 4
NCT04117074,2021.0,OTHER,lead,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Phase 3
NCT04117074,2021.0,INDUSTRY,collaborator,"Pacira Pharmaceuticals, Inc",Phase 3
NCT04117178,2020.0,OTHER,lead,Zealand University Hospital,Phase 4
NCT04117178,2020.0,OTHER,collaborator,Filadelfia Epilepsy Hospital,Phase 4
NCT04117672,2020.0,OTHER,lead,Peter Siesjö,Phase 2
NCT04117672,2020.0,OTHER,collaborator,Skane University Hospital,Phase 2
NCT04117672,2020.0,OTHER,collaborator,Lantmannen Medical AB,Phase 2
NCT04118127,2019.0,INDUSTRY,lead,"Otsuka Pharmaceutical Co., Ltd.",Phase 1
NCT04118764,2020.0,OTHER,lead,Elisa Konofagou,Not Applicable
NCT04118764,2020.0,NIH,collaborator,National Institute on Aging (NIA),Not Applicable
NCT04118829,2019.0,OTHER,lead,Carilion Clinic,Phase 4
NCT04119297,2009.0,OTHER,lead,Necmettin Erbakan University,Not Applicable
NCT04119297,2009.0,OTHER,collaborator,Istanbul University,Not Applicable
NCT04119739,2020.0,OTHER,lead,Francisco Unda Solano,Phase 4
NCT04120116,2019.0,INDUSTRY,lead,Frequency Therapeutics,Phase 2
NCT04120493,2019.0,INDUSTRY,lead,UniQure Biopharma B.V.,Phase 1/Phase 2
NCT04120766,2021.0,OTHER,lead,"Gregory Jicha, MD, PhD",Phase 2
NCT04120766,2021.0,NIH,collaborator,National Institute on Aging (NIA),Phase 2
NCT04121013,2021.0,OTHER,lead,"University Hospital, Caen",Not Applicable
NCT04121091,2019.0,OTHER,lead,Region Skane,Phase 2
NCT04121091,2019.0,OTHER,collaborator,Lund University,Phase 2
NCT04121208,2020.0,OTHER,lead,University of Oxford,Phase 1
NCT04121208,2020.0,INDUSTRY,collaborator,Janssen Pharmaceutica,Phase 1
NCT04121221,2019.0,INDUSTRY,lead,Mapi Pharma Ltd.,Phase 3
NCT04121338,2019.0,OTHER,lead,Johns Hopkins University,Phase 1
NCT04121403,2019.0,OTHER,lead,Oslo University Hospital,Phase 3
NCT04121403,2019.0,OTHER,collaborator,University of Oslo,Phase 3
NCT04121403,2019.0,OTHER,collaborator,Göteborg University,Phase 3
NCT04121403,2019.0,OTHER,collaborator,Sykehuset Ostfold,Phase 3
NCT04121403,2019.0,OTHER_GOV,collaborator,Sykehuset Telemark,Phase 3
NCT04121403,2019.0,OTHER,collaborator,Vestre Viken Hospital Trust,Phase 3
NCT04121403,2019.0,OTHER_GOV,collaborator,Sorlandet Hospital HF,Phase 3
NCT04121403,2019.0,OTHER_GOV,collaborator,Helse Stavanger HF,Phase 3
NCT04121403,2019.0,OTHER,collaborator,Sykehuset Innlandet HF,Phase 3
NCT04121403,2019.0,OTHER,collaborator,Sykehuset i Vestfold HF,Phase 3
NCT04121403,2019.0,OTHER,collaborator,Helse Forde,Phase 3
NCT04121403,2019.0,OTHER,collaborator,University Hospital of North Norway,Phase 3
NCT04121403,2019.0,OTHER,collaborator,St. Olavs Hospital,Phase 3
NCT04121637,2019.0,OTHER,lead,Firat University,Not Applicable
NCT04121637,2019.0,OTHER,collaborator,Pamukkale University,Not Applicable
NCT04121780,2019.0,OTHER,lead,Center for Neurological Studies,Phase 2
NCT04121780,2019.0,INDUSTRY,collaborator,Novo Nordisk A/S,Phase 2
NCT04123067,2020.0,OTHER,lead,Milton S. Hershey Medical Center,Phase 1/Phase 2
NCT04123314,2021.0,OTHER,lead,Johns Hopkins University,Early Phase 1
NCT04123626,2019.0,INDUSTRY,lead,ProQR Therapeutics,Phase 1/Phase 2
NCT04123873,2020.0,OTHER,lead,Naestved Hospital,Phase 4
NCT04124276,2019.0,OTHER_GOV,lead,Guangzhou Psychiatric Hospital,Not Applicable
NCT04124276,2019.0,OTHER,collaborator,Fifth Affiliated Hospital of Guangzhou Medical University,Not Applicable
NCT04124614,2019.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 3
NCT04125810,2019.0,INDUSTRY,lead,Danisco,Phase 2
NCT04125810,2019.0,INDUSTRY,collaborator,ICON plc,Phase 2
NCT04125810,2019.0,NETWORK,collaborator,Daacro,Phase 2
NCT04125810,2019.0,INDUSTRY,collaborator,4Pharma Ltd.,Phase 2
NCT04125836,2019.0,INDUSTRY,lead,Camurus AB,Phase 3
NCT04126135,2022.0,OTHER,lead,Loma Linda University,Phase 3
NCT04126135,2022.0,INDUSTRY,collaborator,Pfizer,Phase 3
NCT04126135,2022.0,OTHER,collaborator,Mongolian National University of Medical Sciences,Phase 3
NCT04126252,2018.0,OTHER,lead,"International Islamic University, Islamabad",Not Applicable
NCT04127058,2019.0,INDUSTRY,lead,Vanda Pharmaceuticals,Phase 1
NCT04127279,2018.0,OTHER,lead,University of Parma,Phase 4
NCT04127500,2019.0,OTHER,lead,"Nanjing First Hospital, Nanjing Medical University",Not Applicable
NCT04127578,2020.0,INDUSTRY,lead,Prevail Therapeutics,Phase 1/Phase 2
NCT04127578,2020.0,INDUSTRY,collaborator,Eli Lilly and Company,Phase 1/Phase 2
NCT04127695,2020.0,INDUSTRY,lead,AbbVie,Phase 1
NCT04128462,2021.0,INDUSTRY,lead,Mallinckrodt,Phase 3
NCT04128683,2020.0,OTHER,lead,"University of California, San Diego",Early Phase 1
NCT04129060,2020.0,OTHER,lead,University of Vermont,Early Phase 1
NCT04129060,2020.0,OTHER,collaborator,Vanderbilt University Medical Center,Early Phase 1
NCT04129294,2019.0,OTHER,lead,"National Center of Neurology and Psychiatry, Japan",Phase 1/Phase 2
NCT04129294,2019.0,INDUSTRY,collaborator,"Nippon Shinyaku Co., Ltd.",Phase 1/Phase 2
NCT04129775,2019.0,INDUSTRY,lead,"Otonomy, Inc.",Phase 1/Phase 2
NCT04129983,2020.0,OTHER,lead,Dan Su,Not Applicable
NCT04131595,2019.0,INDUSTRY,lead,Bavarian Nordic,Phase 1
NCT04131595,2019.0,UNKNOWN,collaborator,JPM CBRN Medical,Phase 1
NCT04131829,2019.0,OTHER,lead,Yale University,Phase 1/Phase 2
NCT04131829,2019.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 1/Phase 2
NCT04132843,2020.0,OTHER,lead,M.D. Anderson Cancer Center,Not Applicable
NCT04132843,2020.0,NIH,collaborator,National Cancer Institute (NCI),Not Applicable
NCT04133233,2020.0,OTHER,lead,Assistance Publique - Hôpitaux de Paris,Phase 2
NCT04133233,2020.0,INDUSTRY,collaborator,Iltoo Pharma,Phase 2
NCT04133454,2019.0,INDUSTRY,lead,Libella Gene Therapeutics,Phase 1
NCT04133480,2020.0,INDUSTRY,lead,Jazz Pharmaceuticals,Phase 4
NCT04134416,2019.0,OTHER,lead,University of Malaga,Phase 3
NCT04135053,2019.0,OTHER,lead,University of Southampton,Not Applicable
NCT04135053,2019.0,OTHER,collaborator,University Hospital Southampton NHS Foundation Trust,Not Applicable
NCT04135378,2018.0,OTHER,lead,Kufa University,Phase 4
NCT04135677,2022.0,OTHER,lead,Shanghai Zhongshan Hospital,Phase 4
NCT04136743,2019.0,OTHER,lead,Kessler Foundation,Phase 2
NCT04136873,2019.0,INDUSTRY,lead,"Cerevel Therapeutics, LLC",Phase 1
NCT04137198,2020.0,OTHER,lead,Centre Hospitalier Universitaire Saint Pierre,Phase 4
NCT04137458,2019.0,OTHER,lead,"University Hospital, Montpellier",Not Applicable
NCT04140136,2019.0,OTHER,lead,University of Malaya,Phase 2
NCT04140305,2020.0,INDUSTRY,lead,Celgene,Phase 3
NCT04140461,2020.0,OTHER_GOV,lead,Shanghai Public Health Clinical Center,Phase 3
NCT04140721,2021.0,OTHER,lead,Vanderbilt University Medical Center,Early Phase 1
NCT04140721,2021.0,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)",Early Phase 1
NCT04140773,2021.0,OTHER,lead,Dragos Inta,Not Applicable
NCT04140903,2020.0,OTHER,lead,Henrik Nielsen,Phase 4
NCT04141150,2022.0,INDUSTRY,lead,"APRINOIA Therapeutics, LLC",Phase 2
NCT04141163,2019.0,OTHER,lead,Rowan University,Phase 1/Phase 2
NCT04141163,2019.0,OTHER,collaborator,FRAXA Research Foundation,Phase 1/Phase 2
NCT04141163,2019.0,OTHER,collaborator,University of Pennsylvania,Phase 1/Phase 2
NCT04141787,2019.0,OTHER,lead,Vancouver Island Health Authority,Phase 4
NCT04141904,2020.0,OTHER,lead,University of Oxford,Phase 1/Phase 2
NCT04141904,2020.0,OTHER,collaborator,Wellcome Trust,Phase 1/Phase 2
NCT04141904,2020.0,OTHER_GOV,collaborator,Medical Research Council,Phase 1/Phase 2
NCT04142411,2019.0,OTHER,lead,Assiut University,Early Phase 1
NCT04142840,2019.0,OTHER,lead,RenJi Hospital,Early Phase 1
NCT04143880,2020.0,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Phase 4
NCT04143880,2020.0,OTHER,collaborator,Korea University Anam Hospital,Phase 4
NCT04143880,2020.0,OTHER,collaborator,Seoul National University Hospital,Phase 4
NCT04143880,2020.0,OTHER,collaborator,Lishui Country People's Hospital,Phase 4
NCT04143880,2020.0,OTHER,collaborator,Jinhua Central Hospital,Phase 4
NCT04143880,2020.0,OTHER,collaborator,Huizhou Municipal Central Hospital,Phase 4
NCT04143880,2020.0,OTHER,collaborator,The Affiliated Hospital of Hangzhou Normal University,Phase 4
NCT04143958,2020.0,INDUSTRY,lead,Sanofi,Phase 4
NCT04144218,2019.0,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Phase 4
NCT04144218,2019.0,OTHER,collaborator,Tongji Hospital,Phase 4
NCT04144218,2019.0,OTHER,collaborator,Michigan State University,Phase 4
NCT04144218,2019.0,OTHER,collaborator,Juntendo University,Phase 4
NCT04144218,2019.0,OTHER,collaborator,Technical University of Munich,Phase 4
NCT04144218,2019.0,OTHER,collaborator,RIKEN,Phase 4
NCT04144218,2019.0,OTHER,collaborator,"University of California, Los Angeles",Phase 4
NCT04144257,2020.0,OTHER,lead,Brigham and Women's Hospital,Phase 1/Phase 2
NCT04144257,2020.0,FED,collaborator,U.S. Army Medical Research Acquisition Activity,Phase 1/Phase 2
NCT04144439,2018.0,OTHER,lead,Sherief Abd-Elsalam,Phase 4
NCT04144933,2021.0,OTHER,lead,University of Saskatchewan,Phase 3
NCT04145037,2019.0,INDUSTRY,lead,AVROBIO,Phase 1/Phase 2
NCT04145076,2014.0,OTHER,lead,King's College London,Not Applicable
NCT04145258,2021.0,OTHER_GOV,lead,"ANRS, Emerging Infectious Diseases",Phase 3
NCT04145258,2021.0,OTHER,collaborator,European Union,Phase 3
NCT04145258,2021.0,OTHER_GOV,collaborator,European and Developing Countries Clinical Trials Partnership (EDCTP),Phase 3
NCT04145310,2018.0,INDUSTRY,lead,Breath of Life International Pharma Ltd,Phase 1/Phase 2
NCT04145674,2022.0,OTHER,lead,Mauro Manconi,Phase 2
NCT04145674,2022.0,OTHER,collaborator,Clinical Trial Unit Ente Ospedaliero Cantonale,Phase 2
NCT04146285,2020.0,INDUSTRY,lead,Bio-Thera Solutions,Phase 1
NCT04147741,2019.0,OTHER,lead,University of Greenwich,Not Applicable
NCT04147741,2019.0,UNKNOWN,collaborator,Crown Sport Nutrition,Not Applicable
NCT04147741,2019.0,UNKNOWN,collaborator,Go Fit Spain,Not Applicable
NCT04147858,2019.0,INDUSTRY,lead,Aptinyx,Phase 2
NCT04147858,2019.0,OTHER,collaborator,Worldwide Clinical Trials,Phase 2
NCT04147949,2022.0,INDUSTRY,lead,"VistaGen Therapeutics, Inc.",Phase 2
NCT04148261,2020.0,OTHER,lead,Stanford University,Early Phase 1
NCT04148391,2019.0,INDUSTRY,lead,Aptinyx,Phase 2
NCT04148391,2019.0,INDUSTRY,collaborator,CogState Ltd.,Phase 2
NCT04148391,2019.0,OTHER,collaborator,Worldwide Clinical Trials,Phase 2
NCT04148573,2019.0,INDUSTRY,lead,Neurofix S.L.,Phase 2
NCT04148781,2022.0,OTHER,lead,Courtney Casserly,Early Phase 1
NCT04148846,2019.0,OTHER,lead,University of Sao Paulo General Hospital,Not Applicable
NCT04148872,2019.0,OTHER,lead,"University of Wisconsin, Madison",Phase 4
NCT04148963,2019.0,INDUSTRY,lead,Lee's Pharmaceutical Limited,Phase 3
NCT04149379,2020.0,INDUSTRY,lead,Norwegian Underwater Intervention (NUI),Phase 2
NCT04149379,2020.0,OTHER,collaborator,Western Norway University of Applied Sciences,Phase 2
NCT04149379,2020.0,OTHER,collaborator,Helse-Bergen HF,Phase 2
NCT04149483,2019.0,OTHER,lead,Beijing Neurosurgical Institute,Phase 2
NCT04149860,2019.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 1
NCT04150380,2020.0,FED,lead,VA Eastern Colorado Health Care System,Phase 2
NCT04150380,2020.0,OTHER,collaborator,"University of Colorado, Denver",Phase 2
NCT04150380,2020.0,OTHER,collaborator,"University of Colorado, Boulder",Phase 2
NCT04150549,2023.0,OTHER,lead,Lawson Health Research Institute,Phase 2
NCT04150757,2020.0,OTHER,lead,Abigail Nixon,Phase 3
NCT04150835,2020.0,OTHER,lead,"Dongzhimen Hospital, Beijing",Phase 4
NCT04150835,2020.0,OTHER,collaborator,Peking University Third Hospital,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Beijing Shuyi Hospital,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The Airport Hospital of Shunyi District Beijing,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Cangzhou Hospital of Integrated Traditional Chinese and Western Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The NO.4 People's Hospital of Hengshui,Phase 4
NCT04150835,2020.0,OTHER,collaborator,The Second Hospital of Hebei Medical University,Phase 4
NCT04150835,2020.0,OTHER,collaborator,The Second Affiliated Hospital of Henan University of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The Affiliated Hospital of Shaanxi University of Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,Tianshui Hospital of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The Affiliated Hospital of Changzhi Academy of TCM,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Zibo Hospital of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Yantai Yuhuangding Hospital,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Shandong University of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Zhejiang Provincial Hospital of TCM,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Zhejiang Provincial Tongde Hospital,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Second Affiliated Hospital of Wenzhou Medical University,Phase 4
NCT04150835,2020.0,OTHER,collaborator,People's Hospital of Quzhou,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Longhua Hospital,Phase 4
NCT04150835,2020.0,OTHER,collaborator,The First Affiliated Hospital of Anhui University of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Taizhou Traditional Chinese Medicine Hospital,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The First Affiliated Hospital of Guizhou University of TCM,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,Guangzhou Hospital of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The First Affiliated Hospital of Guangxi University of Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,Liling Hospital of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,Hunan Academy of Traditional Chinese Medicine Affiliated Hospital,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Hubei Hospital of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,OTHER,collaborator,The First Hospital of Jilin University,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Anshan Central Hospital,Phase 4
NCT04150835,2020.0,OTHER,collaborator,First Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The First Hospital of Qiqihar City,Phase 4
NCT04150835,2020.0,OTHER,collaborator,Haikou People's Hospital,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The Second People's Hospital of Anhui Province,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The Third Affiliated Hospital of Shenzhen University,Phase 4
NCT04150835,2020.0,OTHER,collaborator,The Third People's Hospital of Hubei Province,Phase 4
NCT04150835,2020.0,OTHER,collaborator,The First Affiliated Hospital of Henan University of Traditional Chinese Medicine,Phase 4
NCT04150835,2020.0,UNKNOWN,collaborator,The Third Hospital of Xi'an City,Phase 4
NCT04150913,2020.0,OTHER,lead,"Marcela V. Maus, M.D.,Ph.D.",Phase 2
NCT04150913,2020.0,INDUSTRY,collaborator,"Kite, A Gilead Company",Phase 2
NCT04151082,2019.0,OTHER,lead,M.D. Anderson Cancer Center,Phase 1/Phase 2
NCT04151082,2019.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1/Phase 2
NCT04151472,2021.0,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Phase 3
NCT04152083,2019.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT04152083,2019.0,INDUSTRY,collaborator,"Alder Biopharmaceuticals, Inc.",Phase 3
NCT04152655,2020.0,OTHER,lead,"Second Affiliated Hospital, School of Medicine, Zhejiang University",Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Peking Union Medical College Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER_GOV,collaborator,Beijing Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Beijing Tiantan Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Jiangsu Province Nanjing Brain Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,The First Affiliated Hospital of Anhui Medical University,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Huashan Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Tongji Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Second Affiliated Hospital of Soochow University,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Guizhou Medical University,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,The First Affiliated Hospital of Guangzhou Medical University,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Peking University Shenzhen Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,West China Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,"Wuhan Union Hospital, China",Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Sir Run Run Shaw Hospital,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,The Affiliated Hospital of Hangzhou Normal University,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,The First Affiliated Hospital of Dalian Medical University,Phase 2/Phase 3
NCT04152655,2020.0,OTHER,collaborator,Qilu Hospital of Shandong University,Phase 2/Phase 3
NCT04153175,2020.0,INDUSTRY,lead,Cerebral Therapeutics LLC,Phase 2
NCT04153422,2023.0,OTHER,lead,Henry Ford Health System,Phase 2
NCT04153422,2023.0,UNKNOWN,collaborator,"Octapharma USA, Inc.",Phase 2
NCT04153942,2023.0,OTHER,lead,Brian Silver,Phase 3
NCT04154072,2020.0,INDUSTRY,lead,"Neuraly, Inc.",Phase 2
NCT04154891,2020.0,OTHER_GOV,lead,"Institut National de la Santé Et de la Recherche Médicale, France",Not Applicable
NCT04154891,2020.0,OTHER_GOV,collaborator,Commissariat A L'energie Atomique,Not Applicable
NCT04154891,2020.0,OTHER,collaborator,Hospices Civils de Lyon,Not Applicable
NCT04154891,2020.0,OTHER,collaborator,Centre Hospitalier Universitaire Dijon,Not Applicable
NCT04154891,2020.0,OTHER,collaborator,"University Hospital, Rouen",Not Applicable
NCT04154891,2020.0,OTHER,collaborator,"University Hospital, Strasbourg",Not Applicable
NCT04154891,2020.0,OTHER,collaborator,APHP,Not Applicable
NCT04155099,2021.0,OTHER,lead,Ochsner Health System,Phase 2
NCT04155099,2021.0,INDUSTRY,collaborator,Rebiotix Inc.,Phase 2
NCT04155424,2020.0,INDUSTRY,lead,"Alexion Pharmaceuticals, Inc.",Phase 2/Phase 3
NCT04155632,2020.0,OTHER,lead,Medical University of South Carolina,Phase 2
NCT04155632,2020.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT04156464,2020.0,OTHER,lead,OSF Healthcare System,Phase 4
NCT04156646,2019.0,INDUSTRY,lead,Hoffmann-La Roche,Phase 1
NCT04157933,2019.0,INDUSTRY,lead,"Alexza Pharmaceuticals, Inc.",Phase 1
NCT04158167,2013.0,OTHER,lead,"National Institute of Mental Health and Neuro Sciences, India",Not Applicable
NCT04158388,2019.0,OTHER,lead,University of Alicante,Not Applicable
NCT04158687,2019.0,INDUSTRY,lead,Concert Pharmaceuticals,Phase 2
NCT04158687,2019.0,INDUSTRY,collaborator,Cognitive Research Corporation,Phase 2
NCT04158752,2020.0,OTHER,lead,Duke University,Phase 4
NCT04158752,2020.0,INDUSTRY,collaborator,Eli Lilly and Company,Phase 4
NCT04159805,2020.0,INDUSTRY,lead,Takeda,Phase 2
NCT04159987,2020.0,OTHER,lead,Centre Hospitalier Universitaire de Nice,Not Applicable
NCT04160377,2019.0,OTHER,lead,Lingjiang Li,Phase 2
NCT04160611,2019.0,OTHER,lead,"University Hospital ""Sestre Milosrdnice""",Phase 3
NCT04161027,2020.0,OTHER,lead,Seoul National University Hospital,Phase 3
NCT04161053,2018.0,OTHER,lead,Tanta University,Phase 3
NCT04161144,2018.0,OTHER,lead,Medical University of South Carolina,Phase 2
NCT04161209,2019.0,OTHER,lead,University of Oxford,Not Applicable
NCT04161209,2019.0,OTHER,collaborator,University of Bath,Not Applicable
NCT04161339,2019.0,OTHER,lead,Instituto de Cardiologia do Rio Grande do Sul,Phase 4
NCT04161339,2019.0,OTHER,collaborator,Hospital de Clinicas de Porto Alegre,Phase 4
NCT04161690,2019.0,OTHER,lead,KAT General Hospital,Phase 2
NCT04161729,2020.0,OTHER,lead,Aristotle University Of Thessaloniki,Phase 4
NCT04162275,2017.0,INDUSTRY,lead,Yiling Pharmaceutical Inc.,Phase 1
NCT04162743,2019.0,OTHER,lead,Chang Gung Memorial Hospital,Phase 4
NCT04163185,2019.0,INDUSTRY,lead,"Axsome Therapeutics, Inc.",Phase 3
NCT04164121,2019.0,INDUSTRY,lead,Yiling Pharmaceutical Inc.,Phase 1
